"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","rt","stimulus","response","task","correct_response","attempts","correct","value","timed_out","task_condition","scene","scene_type","scene_index","scene_sp","scene_col"
"","","","","","html-keyboard-response","66","276147","0.0-4.2-0.15","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","643","
                <div style=""font-size:30px;"">
                    <p>
                        Check 4: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the 
                        Ball reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","67","276404","0.0-4.2-1.15","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","68","278258","0.0-4.2-2.15","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_3.mp4""]","null","comprehension","j","3","false","","","","","","","",""
"","","","","","html-keyboard-response","69","279764","0.0-4.2-3.15","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","70","280817","0.0-4.2-0.16","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1052","
                <div style=""font-size:30px;"">
                    <p>
                        Check 5: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the 
                        Ball reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","71","281069","0.0-4.2-1.16","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","72","284024","0.0-4.2-2.16","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1883","[""img/stimuli/comprehension/comp_4.mp4""]","f","comprehension","f","3","true","","","","","","","",""
"","","","","","html-keyboard-response","73","285536","0.0-4.2-3.16","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","74","286357","0.0-4.2-0.17","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","821","
                <div style=""font-size:30px;"">
                    <p>
                        Check 6: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the 
                        Ball reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","75","286614","0.0-4.2-1.17","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","76","288974","0.0-4.2-2.17","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","2272","[""img/stimuli/comprehension/comp_5.mp4""]","f","comprehension","f","3","true","","","","","","","",""
"","","","","","html-keyboard-response","77","290491","0.0-4.2-3.17","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","78","294217","0.0-4.3-0.18","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1745","
                <div style=""font-size:30px;"">
                    <p>
                        Check 1: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the Ball 
                        reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","79","294720","0.0-4.3-1.18","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","80","296343","0.0-4.3-2.18","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_0.mp4""]","null","comprehension","j","4","false","","","","","","","",""
"","","","","","html-keyboard-response","81","297854","0.0-4.3-3.18","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","82","298799","0.0-4.3-0.19","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","944","
                <div style=""font-size:30px;"">
                    <p>
                        Check 2: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the Ball 
                        reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","83","299556","0.0-4.3-1.19","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","84","302743","0.0-4.3-2.19","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_1.mp4""]","null","comprehension","j","4","false","","","","","","","",""
"","","","","","html-keyboard-response","85","304251","0.0-4.3-3.19","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","86","304928","0.0-4.3-0.20","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","677","
                <div style=""font-size:30px;"">
                    <p>
                        Check 3: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the 
                        Ball reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","87","305682","0.0-4.3-1.20","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","88","308842","0.0-4.3-2.20","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_2.mp4""]","null","comprehension","f","4","false","","","","","","","",""
"","","","","","html-keyboard-response","89","310355","0.0-4.3-3.20","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
